Material;Material short text;Final net price;Price quantity unit net price;Consumptions
01817-010;OTTOSEAL S70 S-Anthrazit;12,56;ST;
01817-009;OTTOSEAL S70 S-Dunkelgrau;61,92;ST;
01817-009;OTTOSEAL S70 S-Dunkelgrau;61,85;ST;
01817-009;OTTOSEAL S70 S-Dunkelgrau;19,24;ST;
01817-009;OTTOSEAL S70 S-Dunkelgrau;12,56;ST;
01817-008;OTTOSEAL S70 S-Grau;61,92;ST;
01817-008;OTTOSEAL S70 S-Grau;61,85;ST;
01817-008;OTTOSEAL S70 S-Grau;19,24;ST;
01817-008;OTTOSEAL S70 S-Grau;12,56;ST;
01817-003;OTTOSEAL S70 special color shades minimum purchase;9,82;ST;
01817-003;OTTOSEAL S70 special color shades minimum purchase;7,95;ST;
04312-014;Sto-Vorlegeband Keramik 10 x 2 mm schwar;0,40;M;1,00 m/m
04312-013;Sto-Vorlegeband Keramik 12 x 2 mm schwar;0,41;M;1,00 m/m
04312-012;Sto-Vorlegeband Keramik 6 x 2 mm black;0,26;M;1,00 m/m
00846-001;StoColl KM Grau;0,97;KG;3,50 - 4,50 kg/m² bonding
00846-009;StoColl KM white;0,97;KG;3,50 - 4,50 kg/m² bonding
00709-007;StoDeco Coll white;2,43;KG;5,20 - 7,20 kg/m² depending on the notched trowel used for processing
00760-001;Sto-Adhesive and joint mortar;2,76;KG;2,50 - 3,00 kg/m² as Klebemasse for Flachverblender
01879-003;StoProfile Edge G8 250cm;3,00;M;1,00 m/m
04311-006;Sto-transition profile Keramik P;4,28;M;1,0 m/m
00174-003;StoCarrier Aero 10mm 1200x800mm;23,68;ST;1,04 St./m²
00174-004;StoCarrier Aero 10mm 2400x1200mm;71,02;ST;0,35 St./m²
00174-005;StoCarrier Aero 20mm 1200x800mm;40,45;ST;1,04 St./m²
00174-006;StoCarrier Aero 20mm 2400x1200mm;117,61;ST;
00174-001;StoCarrier Aero 8mm 1200x800mm;21,58;ST;1,04 St./m²
00174-002;StoCarrier Aero 8mm 2400x1200mm;64,74;ST;0,35 St./m²
03259-001;StoCarrier Reno 8mm 1200x800mm;39,00;ST;
03954-026;StoCarrier Hydro 15mm 1200x800mm;61,58;ST;
03954-027;StoCarrier Hydro 15mm 2400x1200mm;184,50;ST;
00889-001;StoPrim Fungal;4,61;L;0,30 l/m² 1-fach at saugendem substrate, mindestens
00889-005;StoPrim Fungal;3,97;L;0,30 l/m² 1-fach at saugendem substrate, mindestens
03299-005;StoEffect Vetro;13,63;KG;0,1 kg/m² leichte Belegung
00515-001;StoSilco HC;35,71;KG;0,20 kg/m² per coat
17072-036;StoClean Allstar Konzentrat 1 l;22,86;L;0,1 - 0,2 l/m² depending on the substrate
17072-034;StoClean Allstar Konzentrat 5 L;21,50;L;0,1 - 0,2 l/m² depending on the substrate
17072-035;StoClean Allstar spray bottle (empty container;5,39;ST;0,1 - 0,2 l/m² depending on the substrate
14346-007;StoAdditiv QS 450 ml;17,75;ST;
14346-008;StoAdditiv WE 500 ml;9,37;ST;
00207-050;StoColor Sil tinted;7,81;L;0,15 - 0,20 l/m² per coat
00207-053;StoColor Sil tinted;8,61;L;0,15 - 0,20 l/m² per coat
00207-054;StoColor Sil tinted;7,81;L;0,15 - 0,20 l/m² per coat
00207-072;StoColor Sil tinted;10,59;L;0,15 - 0,20 l/m² per coat
00207-010;StoColor Sil white;6,95;L;0,15 - 0,20 l/m² per coat
00207-014;StoColor Sil white;6,95;L;0,15 - 0,20 l/m² per coat
00207-040;StoColor Sil white;7,77;L;0,15 - 0,20 l/m² per coat
00207-071;StoColor Sil white;11,29;L;0,15 - 0,20 l/m² per coat
00248-001;StoColor Sil Lasura;7,34;L;0,13 l/m² per coat
09549-001;StoColor Solical tinted;10,41;L;0,15 - 0,20 l/m² per coat
09549-003;StoColor Solical tinted;11,12;L;0,15 - 0,20 l/m² per coat
09549-009;StoColor Solical tinted with X-black Tech;14,36;L;0,15 - 0,20 l/m² per coat
09549-010;StoColor Solical tinted with X-black Tech;13,65;L;0,15 - 0,20 l/m² per coat
09549-002;StoColor Solical white;9,56;L;0,15 - 0,20 l/m² per coat
09549-004;StoColor Solical white;10,26;L;0,15 - 0,20 l/m² per coat
00058-001;StoColor Solical Fill tinted;5,45;KG;0,30 - 0,35 kg/m² per coat
00058-002;StoColor Solical Fill white;4,95;KG;0,30 - 0,35 kg/m² per coat
03206-063;Lotusan tinted;12,30;L;0,18 - 0,20 l/m² per coat
03206-066;Lotusan tinted;12,89;L;0,18 - 0,20 l/m² per coat
03206-104;Lotusan tinted with X-black Technology;22,57;L;0,18 - 0,20 l/m² per coat
03206-106;Lotusan tinted with X-black Technology;21,48;L;0,18 - 0,20 l/m² per coat
03206-064;Lotusan white;11,13;L;0,18 - 0,20 l/m² per coat
03206-067;Lotusan white;12,02;L;0,18 - 0,20 l/m² per coat
03206-068;Lotusan G tinted;12,95;L;0,18 - 0,20 l/m² per coat
03206-072;Lotusan G tinted;13,85;L;0,18 - 0,20 l/m² per coat
03206-069;Lotusan G white;12,06;L;0,18 - 0,20 l/m² per coat
03206-073;Lotusan G white;12,95;L;0,18 - 0,20 l/m² per coat
09624-001;StoColor Lotusan AimS tinted;19,00;L;0,17 - 0,20 l/m² per coat
09624-003;StoColor Lotusan AimS tinted;17,91;L;0,17 - 0,20 l/m² per coat
09624-002;StoColor Lotusan AimS white;17,69;L;0,17 - 0,20 l/m² per coat
09624-004;StoColor Lotusan AimS white;16,59;L;0,17 - 0,20 l/m² per coat
02939-002;StoColor Photosan tinted;19,26;L;0,15 - 0,18 l/m² per coat
02939-001;StoColor Photosan white;17,95;L;0,15 - 0,18 l/m² per coat
00217-079;StoColor Silco tinted;9,26;L;0,18 - 0,20 l/m² per coat
00217-080;StoColor Silco tinted;11,20;L;0,18 - 0,20 l/m² per coat
00217-081;StoColor Silco tinted;13,69;L;0,18 - 0,20 l/m² per coat
00217-082;StoColor Silco white;8,52;L;0,18 - 0,20 l/m² per coat
00217-085;StoColor Silco white;9,45;L;0,18 - 0,20 l/m² per coat
00217-086;StoColor Silco white;12,86;L;0,18 - 0,20 l/m² per coat
01358-003;StoColor Silco Elast tinted;12,34;L;0,30 - 0,50 l/m² per coat
01358-001;StoColor Silco Elast white;11,49;L;0,30 - 0,50 l/m² per coat
00239-013;StoColor Silco Fill tinted;7,60;KG;0,35 - 0,40 kg/m² per coat
00239-002;StoColor Silco Fill white;7,10;KG;0,35 - 0,40 kg/m² per coat
00269-060;StoColor Silco G tinted;9,83;L;0,18 - 0,20 l/m² per coat
00269-064;StoColor Silco G tinted;9,83;L;0,18 - 0,20 l/m² per coat
00269-066;StoColor Silco G tinted;10,99;L;0,18 - 0,20 l/m² per coat
00269-093;StoColor Silco G tinted;14,93;L;0,18 - 0,20 l/m² per coat
00269-061;StoColor Silco G white;9,47;L;0,18 - 0,20 l/m² per coat
00269-065;StoColor Silco G white;9,47;L;0,18 - 0,20 l/m² per coat
00269-067;StoColor Silco G white;10,22;L;0,18 - 0,20 l/m² per coat
00269-094;StoColor Silco G white;14,07;L;0,18 - 0,20 l/m² per coat
02235-056;StoColor Silco Variant G tinted;8,96;L;0,17 - 0,20 l/m² per coat
02235-057;StoColor Silco Variant G white;8,11;L;0,17 - 0,20 l/m² per coat
08969-001;StoColor Badigeon tinted;7,22;L;0,20 - 0,40 l/m² per coat
08969-002;StoColor Badigeon white;6,36;L;0,20 - 0,40 l/m² per coat
15210-024;StoColor X-Black S Basis B;16,30;L;
15210-025;StoColor X-Black S Basis B;17,02;L;
00267-052;StoColor Crylan tinted;8,38;L;0,15 - 0,18 l/m² per coat
00267-053;StoColor Crylan tinted;8,38;L;0,15 - 0,18 l/m² per coat
00267-054;StoColor Crylan tinted;9,09;L;0,15 - 0,18 l/m² per coat
00267-001;StoColor Crylan white;7,55;L;0,15 - 0,18 l/m² per coat
00267-002;StoColor Crylan white;7,55;L;0,15 - 0,18 l/m² per coat
00267-010;StoColor Crylan white;8,24;L;0,15 - 0,18 l/m² per coat
09548-001;StoColor Dryonic tinted;16,64;L;0,12 - 0,15 l/m² per coat
09548-003;StoColor Dryonic tinted;17,80;L;0,12 - 0,15 l/m² per coat
09548-088;StoColor Dryonic tinted;24,18;L;0,12 - 0,15 l/m² per coat
09548-043;StoColor Dryonic tinted with X-black Tech;20,87;L;0,12 - 0,15 l/m² per coat
09548-044;StoColor Dryonic tinted with X-black Tech;19,62;L;0,12 - 0,15 l/m² per coat
09548-002;StoColor Dryonic white;15,45;L;0,12 - 0,15 l/m² per coat
09548-004;StoColor Dryonic white;16,61;L;0,12 - 0,15 l/m² per coat
09548-089;StoColor Dryonic white;22,86;L;0,12 - 0,15 l/m² per coat
09548-100;StoColor Dryonic M FT 37800M;17,36;L;0,10 - 0,12 l/m² per coat, deckend
09548-101;StoColor Dryonic M FT 37820M;17,36;L;0,10 - 0,12 l/m² per coat, deckend
09548-062;StoColor Dryonic M tinted;21,23;L;0,10 - 0,12 l/m² per coat, deckend
09548-067;StoColor Dryonic M tinted;22,32;L;0,10 - 0,12 l/m² per coat, deckend
09548-090;StoColor Dryonic M tinted;17,36;L;0,10 - 0,12 l/m² per coat, deckend
09548-015;StoColor Dryonic S tinted;18,70;L;0,12 - 0,15 l/m² per coat
09548-017;StoColor Dryonic S tinted;19,69;L;0,12 - 0,15 l/m² per coat
09548-061;StoColor Dryonic S tinted;26,29;L;0,12 - 0,15 l/m² per coat
09548-045;StoColor Dryonic S tinted with X-black Te;21,97;L;0,12 - 0,15 l/m² per coat
09548-046;StoColor Dryonic S tinted with X-black Te;20,75;L;0,12 - 0,15 l/m² per coat
09548-023;StoColor Dryonic Wood tinted;19,78;L;0,12 - 0,15 l/m² per coat
09548-033;StoColor Dryonic Wood tinted;27,48;L;0,12 - 0,15 l/m² per coat
09548-034;StoColor Dryonic Wood tinted;20,76;L;0,12 - 0,15 l/m² per coat
09548-086;StoColor Dryonic Wood tinted;19,78;L;0,12 - 0,15 l/m² per coat
09548-024;StoColor Dryonic Wood white;18,42;L;0,12 - 0,15 l/m² per coat
09548-035;StoColor Dryonic Wood white;26,16;L;0,12 - 0,15 l/m² per coat
09548-036;StoColor Dryonic Wood white;19,36;L;0,12 - 0,15 l/m² per coat
09548-087;StoColor Dryonic Wood white;18,42;L;0,12 - 0,15 l/m² per coat
00274-007;StoColor Fibrasil tinted;9,92;L;0,20 - 0,30 l/m² per coat
00274-020;StoColor Fibrasil tinted;9,92;L;0,20 - 0,30 l/m² per coat
00274-029;StoColor Fibrasil tinted;13,47;L;0,20 - 0,30 l/m² per coat
00274-001;StoColor Fibrasil white;9,06;L;0,20 - 0,30 l/m² per coat
00274-019;StoColor Fibrasil white;9,06;L;0,20 - 0,30 l/m² per coat
00274-030;StoColor Fibrasil white;12,62;L;0,20 - 0,30 l/m² per coat
00278-006;StoColor Jumbosil tinted;6,82;L;0,17 - 0,22 l/m² per coat
00278-036;StoColor Jumbosil tinted;6,82;L;0,17 - 0,22 l/m² per coat
00278-067;StoColor Jumbosil tinted;7,43;L;0,17 - 0,22 l/m² per coat
00278-073;StoColor Jumbosil tinted;9,74;L;0,17 - 0,22 l/m² per coat
00278-001;StoColor Jumbosil white;5,87;L;0,17 - 0,22 l/m² per coat
00278-002;StoColor Jumbosil white;8,93;L;0,17 - 0,22 l/m² per coat
00278-003;StoColor Jumbosil white;6,98;L;0,17 - 0,22 l/m² per coat
00278-004;StoColor Jumbosil white;5,87;L;0,17 - 0,22 l/m² per coat
00278-162;StoColor Jumbosil G tinted;7,35;L;0,17 - 0,22 l/m² per coat
00278-166;StoColor Jumbosil G tinted;10,91;L;0,17 - 0,22 l/m² per coat
00278-168;StoColor Jumbosil G tinted;8,06;L;0,17 - 0,22 l/m² per coat
00278-170;StoColor Jumbosil G tinted;7,35;L;0,17 - 0,22 l/m² per coat
00278-163;StoColor Jumbosil G white;6,49;L;0,17 - 0,22 l/m² per coat
00278-167;StoColor Jumbosil G white;10,05;L;0,17 - 0,22 l/m² per coat
00278-169;StoColor Jumbosil G white;7,20;L;0,17 - 0,22 l/m² per coat
00278-171;StoColor Jumbosil G white;6,49;L;0,17 - 0,22 l/m² per coat
00488-010;StoColor Lastic tinted;11,44;L;0,40 l/m² per coat
00488-004;StoColor Lastic white;10,58;L;0,40 l/m² per coat
00201-044;StoColor Maxicryl tinted;8,84;L;0,15 - 0,18 l/m² per coat
00201-057;StoColor Maxicryl tinted;10,34;L;0,15 - 0,18 l/m² per coat
00201-058;StoColor Maxicryl tinted;8,84;L;0,15 - 0,18 l/m² per coat
00201-086;StoColor Maxicryl tinted;13,55;L;0,15 - 0,18 l/m² per coat
00201-009;StoColor Maxicryl white;9,51;L;0,15 - 0,18 l/m² per coat
00201-013;StoColor Maxicryl white;8,96;L;0,15 - 0,18 l/m² per coat
00201-014;StoColor Maxicryl white;8,96;L;0,15 - 0,18 l/m² per coat
00201-087;StoColor Maxicryl white;12,69;L;0,15 - 0,18 l/m² per coat
00201-100;StoColor Maxicryl G tinted;10,73;L;0,15 - 0,18 l/m² per coat
00201-102;StoColor Maxicryl G tinted;14,29;L;0,15 - 0,18 l/m² per coat
00201-104;StoColor Maxicryl G tinted;11,45;L;0,15 - 0,18 l/m² per coat
00201-106;StoColor Maxicryl G tinted;10,73;L;0,15 - 0,18 l/m² per coat
00201-101;StoColor Maxicryl G white;9,87;L;0,15 - 0,18 l/m² per coat
00201-103;StoColor Maxicryl G white;13,44;L;0,15 - 0,18 l/m² per coat
00201-105;StoColor Maxicryl G white;10,59;L;0,15 - 0,18 l/m² per coat
00201-107;StoColor Maxicryl G white;9,87;L;0,15 - 0,18 l/m² per coat
00241-003;StoColor Poro Fill tinted;3,67;KG;0,90 kg/m² per coat
00241-013;StoColor Poro Fill white;3,17;KG;0,90 kg/m² per coat
00231-004;StoColor S fine tinted;4,41;KG;0,30 - 0,40 kg/m² per coat
00231-001;StoColor S fine white;3,91;KG;0,30 - 0,40 kg/m² per coat
00230-001;StoColor S coarse tinted;4,22;KG;0,30 - 0,40 kg/m² per coat
00230-003;StoColor S coarse white;3,71;KG;0,30 - 0,40 kg/m² per coat
00309-002;StoColor Tint royal blue;10,82;ST;
00311-002;StoColor Tint leaf green;11,04;ST;
00305-002;StoColor Tint Maisgelb;11,23;ST;
00306-002;StoColor Tint Ocker;8,22;ST;
00314-002;StoColor Tint Rotbraun;8,22;ST;
00315-002;StoColor Tint Schwarz;7,46;ST;
00307-002;StoColor Tint Signalrot;13,94;ST;
00310-002;StoColor Tint emerald green;9,96;ST;
00312-002;StoColor Tint Umbra;8,22;ST;
00308-002;StoColor Tint Ziegelrot;8,40;ST;
00313-002;StoColor Tint Zigarrenbraun;8,22;ST;
00304-002;StoColor Tint Zitronengelb;9,96;ST;
00270-015;StoColor Top tinted;13,73;L;0,17 - 0,19 l/m² per coat
00270-016;StoColor Top tinted;14,44;L;0,17 - 0,19 l/m² per coat
00270-001;StoColor Top white;12,88;L;0,17 - 0,19 l/m² per coat
00270-003;StoColor Top white;13,59;L;0,17 - 0,19 l/m² per coat
08780-003;StoColor X-black tinted;21,48;L;0,15 - 0,18 l/m² per coat
08780-004;StoColor X-black tinted;22,58;L;0,15 - 0,18 l/m² per coat
08780-015;StoColor X-black S tinted;14,27;L;0,15 - 0,18 l/m² per coat
08780-016;StoColor X-black S tinted;14,98;L;0,15 - 0,18 l/m² per coat
00866-001;StoSuperlit Protect;10,23;KG;350 g/m² on StoSuperlit K 1.5, undiluted
02305-010;StoTint Aqua brown;39,44;ST;
02305-007;StoTint Aqua goldgelb;67,93;ST;
02305-008;StoTint Aqua kobaltblau;87,10;ST;
02305-001;StoTint Aqua ocker;39,44;ST;
02305-004;StoTint Aqua oxide green;58,49;ST;
02305-003;StoTint Aqua oxidrot;43,11;ST;
02305-005;StoTint Aqua black;37,14;ST;
02304-001;StoTint Aqua Sortiment incl. Tragekorb;476,45;ST;
02305-002;StoTint Aqua umbra;39,44;ST;
02305-009;StoTint Aqua ziegelrot;43,11;ST;
02305-006;StoTint Aqua zitronengelb;66,63;ST;
02045-001;StoLastic Gewebe RF 100 cm;5,06;M;1,10 m/m² with 10 cm overlap
00870-006;StoPrim Silikat;5,63;L;0,15 - 0,60 l/m² per coat
00870-047;StoPrim Sol GT;5,14;L;0,10 - 0,20 l/m² per coat, on schwach saugendem substrate
03215-001;Sto-HydroGrund;4,80;L;0,10 - 0,40 l/m² per coat
00861-001;Stoplex W;5,63;L;0,10 - 0,40 l/m² per coat
00861-002;Stoplex W;3,96;L;0,10 - 0,40 l/m² per coat
00856-012;StoPrim Grundex;7,23;L;0,20 - 0,60 l/m² per coat
00856-013;StoPrim Grundex;6,59;L;0,20 - 0,60 l/m² per coat
00840-003;StoPrim LQ;7,56;KG;0,20 - 0,30 kg/m² per coat
01383-008;StoNivellit tinted;2,56;KG;1,70 kg/m² per mm layer thickness
01383-001;StoNivellit white;2,10;KG;1,70 kg/m² per mm layer thickness
02119-002;StoSil K 1,0 tinted;2,63;KG;2,20 kg/m²
02119-001;StoSil K 1,0 white;2,15;KG;2,20 kg/m²
00103-039;StoSil K 1,5 tinted;2,63;KG;2,40 kg/m²
00103-001;StoSil K 1,5 white;2,15;KG;2,40 kg/m²
00104-039;StoSil K 2,0 tinted;2,63;KG;3,00 kg/m²
00104-001;StoSil K 2,0 white;2,15;KG;3,00 kg/m²
00105-038;StoSil K 3,0 tinted;2,63;KG;4,30 kg/m²
00105-001;StoSil K 3,0 white;2,15;KG;4,30 kg/m²
00110-034;StoSil MP tinted;3,53;KG;1,50 - 4,00 kg/m² depending on the texture
00110-001;StoSil MP white;2,94;KG;1,50 - 4,00 kg/m² depending on the texture
00107-036;StoSil R 1,5 tinted;2,63;KG;2,40 kg/m²
00107-001;StoSil R 1,5 white;2,15;KG;2,40 kg/m²
00108-038;StoSil R 2,0 tinted;2,63;KG;3,00 kg/m²
00108-001;StoSil R 2,0 white;2,15;KG;3,00 kg/m²
00109-039;StoSil R 3,0 tinted;2,63;KG;3,90 kg/m²
00109-001;StoSil R 3,0 white;2,15;KG;3,90 kg/m²
02119-035;StoSil K 1,0 tinted OF;3,14;KG;2,20 kg/m²
02119-020;StoSil K 1,0 white OF;2,57;KG;2,20 kg/m²
00103-054;StoSil K 1,5 tinted OF;3,14;KG;2,40 kg/m²
00103-033;StoSil K 1,5 white OF;2,57;KG;2,40 kg/m²
00104-055;StoSil K 2,0 tinted OF;3,14;KG;3,00 kg/m²
00104-033;StoSil K 2,0 white OF;2,57;KG;3,00 kg/m²
00105-048;StoSil K 3,0 tinted OF;3,14;KG;4,30 kg/m²
00105-032;StoSil K 3,0 white OF;2,57;KG;4,30 kg/m²
00110-047;StoSil MP tinted OF;3,53;KG;1,50 - 4,00 kg/m² depending on the texture
00110-028;StoSil MP white OF;2,94;KG;1,50 - 4,00 kg/m² depending on the texture
00107-052;StoSil R 1,5 tinted OF;3,14;KG;2,40 kg/m²
00107-030;StoSil R 1,5 white OF;2,57;KG;2,40 kg/m²
00108-054;StoSil R 2,0 tinted OF;3,14;KG;3,00 kg/m²
00108-032;StoSil R 2,0 white OF;2,57;KG;3,00 kg/m²
00109-054;StoSil R 3,0 tinted OF;3,14;KG;3,90 kg/m²
00109-033;StoSil R 3,0 white OF;2,57;KG;3,90 kg/m²
04096-002;StoLotusan K 1,0 tinted;3,40;KG;1,90 kg/m²
04096-001;StoLotusan K 1,0 white;3,17;KG;1,90 kg/m²
04790-002;StoLotusan K 1,5 tinted;3,40;KG;2,40 kg/m²
04790-001;StoLotusan K 1,5 white;3,17;KG;2,40 kg/m²
04430-006;StoLotusan K 2,0 tinted;3,40;KG;3,20 kg/m²
04430-005;StoLotusan K 2,0 white;3,17;KG;3,20 kg/m²
04432-002;StoLotusan K 3,0 tinted;3,40;KG;4,30 kg/m²
04432-001;StoLotusan K 3,0 white;3,17;KG;4,30 kg/m²
04792-002;StoLotusan MP tinted;5,49;KG;1,50 - 4,00 kg/m² depending on the texture
04792-001;StoLotusan MP white;4,72;KG;1,50 - 4,00 kg/m² depending on the texture
09475-005;StoSilco blue K 1,0 tinted;3,96;KG;1,60 - 2,00 kg/m²
09475-006;StoSilco blue K 1,0 white;3,38;KG;1,60 - 2,00 kg/m²
09475-003;StoSilco blue K 1,5 tinted;3,96;KG;2,20 - 2,60 kg/m²
09475-004;StoSilco blue K 1,5 white;3,38;KG;2,20 - 2,60 kg/m²
09384-003;StoSilco blue K 2,0 tinted;3,96;KG;2,80 - 3,40 kg/m²
09384-004;StoSilco blue K 2,0 white;3,38;KG;2,80 - 3,40 kg/m²
09476-003;StoSilco blue K 3,0 tinted;3,96;KG;4,00 - 4,60 kg/m²
09476-004;StoSilco blue K 3,0 white;3,38;KG;4,00 - 4,60 kg/m²
09480-003;StoSilco blue MP tinted;4,30;KG;1,50 - 4,00 kg/m² depending on the application
09480-004;StoSilco blue MP white;3,72;KG;1,50 - 4,00 kg/m² depending on the application
01220-024;StoSilco K 1,0 tinted;2,17;KG;2,00 kg/m²
01220-001;StoSilco K 1,0 white;2,04;KG;2,00 kg/m²
01218-043;StoSilco K 1,5 tinted;2,17;KG;2,30 kg/m²
01218-001;StoSilco K 1,5 white;2,04;KG;2,30 kg/m²
00186-026;StoSilco K 2,0 tinted;2,17;KG;3,00 kg/m²
00186-001;StoSilco K 2,0 white;2,04;KG;3,00 kg/m²
00187-028;StoSilco K 3,0 tinted;2,17;KG;4,30 kg/m²
00187-001;StoSilco K 3,0 white;2,04;KG;4,30 kg/m²
01214-013;StoSilco MP tinted;3,04;KG;1,50 - 4,00 kg/m² depending on the texture
01214-001;StoSilco MP white;2,62;KG;1,50 - 4,00 kg/m² depending on the texture
01219-018;StoSilco R 1,5 tinted;2,17;KG;2,20 kg/m²
01219-001;StoSilco R 1,5 white;2,04;KG;2,20 kg/m²
00188-023;StoSilco R 2,0 tinted;2,17;KG;2,70 kg/m²
00188-001;StoSilco R 2,0 white;2,04;KG;2,70 kg/m²
00189-024;StoSilco R 3,0 tinted;2,17;KG;3,50 kg/m²
00189-001;StoSilco R 3,0 white;2,04;KG;3,50 kg/m²
00129-010;StoSilco QS K 1,0 tinted;3,91;KG;2,00 kg/m²
00129-001;StoSilco QS K 1,0 white;3,32;KG;2,00 kg/m²
00156-017;StoSilco QS K 1,5 tinted;3,91;KG;2,40 kg/m²
00156-001;StoSilco QS K 1,5 white;3,32;KG;2,40 kg/m²
00161-017;StoSilco QS K 2,0 tinted;3,91;KG;3,20 kg/m²
00161-001;StoSilco QS K 2,0 white;3,32;KG;3,20 kg/m²
00162-017;StoSilco QS K 3,0 tinted;3,91;KG;4,30 kg/m²
00162-001;StoSilco QS K 3,0 white;3,32;KG;4,30 kg/m²
01205-008;StoSilco QS MP tinted;4,22;KG;1,50 - 4,00 kg/m² depending on the texture
01205-001;StoSilco QS MP white;3,64;KG;1,50 - 4,00 kg/m² depending on the texture
00165-016;StoSilco QS R 1,5 tinted;3,91;KG;2,20 kg/m²
00165-001;StoSilco QS R 1,5 white;3,32;KG;2,20 kg/m²
00167-017;StoSilco QS R 2,0 tinted;3,91;KG;2,90 kg/m²
00167-001;StoSilco QS R 2,0 white;3,32;KG;2,90 kg/m²
00168-016;StoSilco QS R 3,0 tinted;3,91;KG;4,00 kg/m²
00168-001;StoSilco QS R 3,0 white;3,32;KG;4,00 kg/m²
01502-002;Sto-textured render K 2,0 tinted;0,97;KG;2,50 kg/m²
01502-004;Sto-textured render K 2,0 white;0,70;KG;2,50 kg/m²
01504-019;Sto-textured render K 3,0 tinted;0,97;KG;2,90 kg/m²
01504-002;Sto-textured render K 3,0 white;0,70;KG;2,90 kg/m²
01512-018;Sto-textured render R 2,0 tinted;0,97;KG;2,50 kg/m²
01512-002;Sto-textured render R 2,0 white;0,70;KG;2,50 kg/m²
01514-018;Sto-textured render R 3,0 tinted;0,97;KG;2,90 kg/m²
01514-002;Sto-textured render R 3,0 white;0,70;KG;2,90 kg/m²
01365-218;StoMiral premium scraped render 2,0 tinted;0,63;KG;
01365-219;StoMiral premium scraped render 2,0 white;0,58;KG;
01365-220;StoMiral premium scraped render 3,0 tinted;0,63;KG;
01365-221;StoMiral premium scraped render 3,0 white;0,58;KG;
01365-222;StoMiral premium scraped render 4,0 tinted;0,63;KG;
01365-223;StoMiral premium scraped render 4,0 white;0,58;KG;
01365-225;StoMiral premium scraped render 6,0 tinted;0,67;KG;
01365-226;StoMiral premium scraped render 6,0 white;0,62;KG;
01388-001;StoMiral Nivell F;1,18;KG;1,70 kg/m² per mm layer thickness
08744-002;StoMiral K 1,0 tinted;2,10;KG;1,60 kg/m²
08744-001;StoMiral K 1,0 white;1,35;KG;1,60 kg/m²
01380-022;StoMiral K 1,5 tinted;2,10;KG;1,80 kg/m²
01380-001;StoMiral K 1,5 white;1,35;KG;1,80 kg/m²
01381-023;StoMiral K 2,0 tinted;2,10;KG;2,40 kg/m²
01381-001;StoMiral K 2,0 white;1,35;KG;2,40 kg/m²
01382-023;StoMiral K 3,0 tinted;2,10;KG;2,70 kg/m²
01382-001;StoMiral K 3,0 white;1,35;KG;2,70 kg/m²
01384-042;StoMiral K 4-6 tinted;2,10;KG;5,20 kg/m²
01384-043;StoMiral K 4-6 white;1,35;KG;5,20 kg/m²
00113-023;StoMiral MP tinted;2,18;KG;1,50 - 4,00 kg/m² depending on the texture
00113-020;StoMiral MP white;1,69;KG;1,50 - 4,00 kg/m² depending on the texture
01385-027;StoMiral R 1,5 tinted;2,10;KG;1,80 kg/m²
01385-001;StoMiral R 1,5 white;1,35;KG;1,80 kg/m²
01386-021;StoMiral R 2,0  tinted;2,10;KG;2,40 kg/m²
01386-001;StoMiral R 2,0 white;1,35;KG;2,40 kg/m²
01387-021;StoMiral R 3,0 tinted;2,10;KG;2,80 kg/m²
01387-001;StoMiral R 3,0 white;1,35;KG;2,80 kg/m²
01389-040;StoMiral R 6,0 tinted;2,10;KG;
01389-041;StoMiral R 6,0 white;1,35;KG;
09576-009;Stolit AimS K 1,0 tinted;5,05;KG;1,60 - 2,00 kg/m²
09576-010;Stolit AimS K 1,0 white;4,27;KG;1,60 - 2,00 kg/m²
09576-005;Stolit AimS K 1,5 tinted;5,05;KG;2,20 - 2,60 kg/m²
09576-006;Stolit AimS K 1,5 white;4,27;KG;2,20 - 2,60 kg/m²
09576-001;Stolit AimS K 2,0 tinted;5,05;KG;2,80 - 3,40 kg/m²
09576-002;Stolit AimS K 2,0 white;4,27;KG;2,80 - 3,40 kg/m²
09576-007;Stolit AimS K 3,0 tinted;5,05;KG;4,00 - 4,60 kg/m²
09576-008;Stolit AimS K 3,0 white;4,27;KG;4,00 - 4,60 kg/m²
09576-003;Stolit AimS MP tinted;5,38;KG;1,70 kg/m² je mm layer thickness
09576-004;Stolit AimS MP white;4,61;KG;1,70 kg/m² je mm layer thickness
04366-004;Stolit Milano tinted;3,76;KG;1,50 kg/m² 1-fache Grundspachtelung
04366-003;Stolit Milano natural;3,17;KG;1,50 kg/m² 1-fache Grundspachtelung
00966-002;Stolit Effect tinted;3,93;KG;3,50 - 5,50 kg/m²
00966-001;Stolit Effect white;3,35;KG;3,50 - 5,50 kg/m²
00130-005;Stolit K 1,0 tinted;1,98;KG;1,80 kg/m²
00130-001;Stolit K 1,0 white;1,89;KG;1,80 kg/m²
00131-053;Stolit K 1,5 tinted;1,98;KG;2,30 kg/m²
00131-001;Stolit K 1,5 white;1,89;KG;2,30 kg/m²
00132-003;Stolit K 2,0 tinted;1,98;KG;3,00 kg/m²
00132-001;Stolit K 2,0 white;1,89;KG;3,00 kg/m²
00134-003;Stolit K 3,0 tinted;1,98;KG;4,30 kg/m²
00134-001;Stolit K 3,0 white;1,89;KG;4,30 kg/m²
